	Authors	Title	Citation	DOI	Year	Month	0	1	2	3	FINDINGS	Reported	Correction Date	Retraction	Correction	No Action	SUM  Completed	Other Journals	Publication Rate	Duration of Career	highest_degree	degree_area	Lab Size	Affiliation University	Rank	Temperature	Anomaly	County	Locale	State	R&D Rank	Percentile	R&D Expenditures
104	Li Li, Ji-kun Du, Li-yi Zou, Tie Wu, Yong-woo Lee, and Yong-ho Kim	Decursin Isolated from Angelica gigas Nakai Rescues PC12 Cells from Amyloid __-Protein-Induced Neurotoxicity through Nrf2-Mediated Upregulation of Heme Oxygenase-1: Potential Roles of MAPK	Evidence-Based Complementary, and Alternative Medicine, Volume 2013, Article ID 467245	10.1155/2013/467245	2013		1.0		1.0		Multiple cases of shifted or rotated blot panels	1	9/3/14		1.0		1	[['Science', 'J Am Soc Nephrol', 'Genome Res'], ['Yi Chuan', 'Diagn Microbiol Infect Dis', 'Colloids Surf B Biointerfaces'], ['PLoS One', 'Proteomics', 'Evid Based Complement Alternat Med'], ['Zhongguo Xue Xi Chong Bing Fang Zhi Za Zhi', 'PLoS One', 'Ann Palliat Med'], ['Adv Exp Med Biol', 'Arch Pharm Res', 'J Support Oncol'], ['Nature', 'Lancet', 'Int J Mol Sci']]	[50.0, 0.5, 0.45, 2.9, 6.81, 9.52]	4	-1	-1	6	Department of Pharmacology, Guangdong Medical College, Dongguan 523-808, China ; Department of Smart Food and Drugs, Graduate School, Inje University, Gimhae 621-749, Republic of Korea.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
105	Nabilatul Hani Mohd-Radzman, Wan Iryani Wan Ismail, Siti Safura Jaapar, Zainah Adam, and Aishah Adam	Stevioside from Stevia rebaudiana Bertoni Increases Insulin Sensitivity in 3T3-L1 Adipocytes	Evidence-Based Complementary, and Alternative Medicine, Volume 2013, Article ID 938081	10.1155/2013/938081	2013					1	Same band seen twice in one blot strip	1	6/21/16		1.0		1	[['Evid Based Complement Alternat Med'], ['Malays J Med Sci', 'Heliyon', 'Polymers (Basel)'], ['Evid Based Complement Alternat Med'], ['Evid Based Complement Alternat Med', 'Sci Rep', 'J Ethnopharmacol'], ['J Food Drug Anal', 'Tissue Eng Regen Med', 'J Pharm Bioallied Sci']]	[0.75, 1.22, 0.75, 1.0, 1.42]	4	-1	-1	5	Faculty of Pharmacy, Universiti Teknologi MARA, Puncak Alam Campus, 42300 Bandar Puncak Alam, Selangor, Malaysia.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
106	Zhiqiang Wang, Baofang Jin, Xindong Zhang, Yugui Cui, Dalin Sun, and Chao Gao	Yangjing Capsule Extract Promotes Proliferation of GC-1 Spg Cells	Evidence-Based Complementary, and Alternative Medicine, Volume 2014, Article ID 640857	10.1155/2014/640857	2014					1	Possibly manipulated FACS images	1	11/9/15		1.0		1	[['Nature', 'Am J Public Health', 'JAMA Oncol'], ['Zhonghua Nan Ke Xue', 'Chem Commun (Camb)', 'Chin J Integr Med'], ['Adv Mater', 'J Hazard Mater', 'Zhonghua Nan Ke Xue'], ['Cell Death Dis', 'J Mol Endocrinol', 'Clin Chim Acta'], ['Zhonghua Nan Ke Xue', 'Adv Sci (Weinh)', 'Ren Fail'], ['Transl Neurodegener', 'J Adv Nurs', 'Mol Cancer']]	[40.0, 2.67, 2.33, 7.05, 3.06, 33.33]	5	-1	-1	6	Institute of Andrology, Nanjing University of Chinese Medicine, No. 138 Xianlin Road, Nanjing, Jiangsu 210023, China.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
107	Ya-min Zhang, Hong Xu, Hua Sun, Su-hui Chen, and Fu-ming Wang	Electroacupuncture Treatment Improves Neurological Function Associated with Regulation of Tight Junction Proteins in Rats with Cerebral Ischemia Reperfusion Injury	Evidence-Based Complementary, and Alternative Medicine, Volume 2014, Article ID 989340	10.1155/2014/989340	2014				1.0		overlapping microscopy images	1	11/11/15		1.0		1	[['J Immunol Res', 'World J Gastrointest Surg', 'Ann Transl Med'], ['Pediatr Nephrol', 'Nature', 'J Exp Med'], ['Cell', 'Eur J Med Chem', 'Nat Genet'], ['Int J Mol Sci', 'N Engl J Med', 'J Infect Chemother'], ['Acta Crystallogr Sect E Struct Rep Online', 'J Colloid Interface Sci', 'J Synchrotron Radiat']]	[2.29, 25.0, 12.5, 3.1, 2.43]	17	-1	-1	5	Department of Traditional Chinese Medicine, Peking Union Medical College Hospital (PUMCH), Peking Union Medical College (PUMC), Chinese Academy of Medical Sciences, Beijing 100730, China.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
108	Lilian Amrein, May Shawi, Jeremy Grenier, Raquel Aloyz, and Lawrence Panasci	The phosphatidylinositol-3 kinase I inhibitor BKM120 induces cell death in B-chronic lymphocytic leukemia cells in vitro	Int. J. Cancer: 133, 247ï¿½252 (2013)	10.1002/ijc.27989	2013			1.0			Duplicated control blot panel	1	8/7/15		1.0		1	[['Chem Sci', 'Breast Cancer Res Treat', 'Leuk Lymphoma'], ['RMD Open', 'Rheumatology (Oxford)', 'Arthritis Rheumatol'], ['Front Immunol', 'Acta Neuropathol', 'J Neuroinflammation'], ['Crit Rev Oncol Hematol', 'Oncotarget', 'Anticancer Drugs'], ['Lancet', 'Leuk Lymphoma', 'Breast Cancer Res Treat']]	[1.05, 1.25, 1.57, 2.0, 2.3]	19	PhD	-1	5	Department of Oncology, Faculty of Medicine, McGill University, Lady Davis Institute-Segal Cancer Center from the Jewish General Hospital, Montreal, Quebec, Canada.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
109	Gong Yang, Imelda Mercado-Uribe, Asha S. Multani, Subrata Sen, Ie-Ming Shih, Kwong-Kwok Wong, David M. Gershenson, and Jinsong Liu	RAS promotes tumorigenesis through genomic instability induced by imbalanced expression of Aurora-A and BRCA2 in midbody during cytokinesis	Int. J. Cancer: 133, 275ï¿½286 (2013) 	10.1002/ijc.28032	2013				1.0		Overlapping microscopy images	1	7/1/15		1.0		1	[['Front Oncol', 'Biomed Res Int', 'Theranostics'], ['Cancer Cell', 'Front Biosci (Landmark Ed)', 'J Natl Cancer Inst'], ['Science', 'Cancer Cell', 'Gastroenterology'], ['Cell', 'J Cell Physiol', 'Med Res Rev'], ['Annu Rev Pathol', 'Cell', 'Gynecol Oncol'], ['Nat Commun', 'Cancers (Basel)', 'Womens Health (Lond)'], ['Gynecol Oncol', 'J Natl Compr Canc Netw', 'Best Pract Res Clin Obstet Gynaecol'], ['Nat Rev Mol Cell Biol', 'Life Sci', 'Curr Pharm Des']]	[11.11, 2.0, 3.25, 4.9, 10.0, 3.37, 9.52, 11.76]	18	-1	-1	8	Cancer Research Laboratory, Fudan University Shanghai Cancer Center, Shanghai, China. yanggong@fudan.edu.cn	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
110	Sujit K. Bhutia, Swadesh K. Das, Belal Azab, Mitchell E. Menezes, Paul Dent, Xiang-Yang Wang, Devanand Sarkar, and Paul B. Fisher	Targeting breast cancer-initiating/stem cells with melanoma differentiation-associated gene-7/interleukin-24	Int. J. Cancer: 133, 2726ï¿½2736 (2013)	10.1002/ijc.28289	2013				1.0		Overlapping microscopy images	1	4/15/16		1.0		1	[['Autophagy', 'Biomed Pharmacother', 'Semin Cancer Biol'], ['Adv Cancer Res', 'Cancer Res', 'ACS Chem Neurosci'], ['Cancers (Basel)', 'Front Biosci (Landmark Ed)', 'Expert Opin Investig Drugs'], ['Adv Cancer Res', 'Adv Exp Med Biol', 'J Cell Physiol'], ['Autophagy', 'J Biol Chem', 'Mol Cancer Ther'], ['Wiley Interdiscip Rev Nanomed Nanobiotechnol', 'Cancer Lett', 'Adv Cancer Res'], ['Adv Cancer Res', 'Cancer Res', 'Cancers (Basel)'], ['Autophagy', 'Adv Cancer Res', 'EMBO J']]	[7.41, 6.1, 3.36, 2.56, 9.52, 9.52, 10.0, 9.52]	17	-1	Life Science (LS)	8	Department of Human and Molecular Genetics, Virginia Commonwealth University School of Medicine, Richmond, VA.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
111	Upal K. Basu Roy, Rebecca S. Henkhaus, Fotios Loupakis, Chiara Cremolini, Eugene W. Gerner, and Natalia A. Ignatenko	Caveolin-1 is a novel regulator of K-RAS-dependent migration in colon carcinogenesis	Int. J. Cancer: 133, 43ï¿½58 (2013) 	10.1002/ijc.28001	2013				1.0		Reused blot, shifted, other protein	1	8/7/15		1.0		1	[['Patient Prefer Adherence', 'Int J Cancer', 'Mol Carcinog'], ['Chem Commun (Camb)', 'Int J Cancer', 'Cancer Growth Metastasis'], ['N Engl J Med', 'J Clin Oncol', 'Nat Rev Clin Oncol'], ['Lancet Oncol', 'JAMA Oncol', 'N Engl J Med'], ['Expert Rev Gastroenterol Hepatol', 'Cancer Prev Res (Phila)', 'Best Pract Res Clin Gastroenterol'], ['Adv Clin Chem', 'Genes (Basel)', 'Cancer Prev Res (Phila)']]	[0.38, 1.25, 11.76, 12.0, 4.39, 1.74]	16	-1	-1	6	Department of Biochemistry and Molecular Biophysics, Biochemistry and Molecular and Cellular Biology Graduate Program, University of Arizona, Tucson, AZ, USA.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
112	Teresa Lorenzi, Maria Lorenzi, Emma Altobelli, Daniela Marzioni, Emanuela Mensa__, Alexia Quaranta, Francesca Paolinelli, Manrico Morroni, Roberta Mazzucchelli, Antonio De Luca, Antonio Domenico Procopio, Alfonso Baldi, Giovanni Muzzonigro, Rodolfo Montironi, and Mario Castellucci	HtrA1 in human urothelial bladder cancer: A secreted protein and a potential novel biomarker	Int. J. Cancer: 133, 2650ï¿½2661 (2013)	10.1002/ijc.28280	2013					1	Reused lanes, possibly duplicated lanes	1	8/7/15		1.0		1	[['Biogerontology', 'Cytokine Growth Factor Rev', 'Peptides'], ['Int J Biochem Cell Biol', 'Adv Ther', 'Eur Geriatr Med'], ['Nutrients', 'Curr Rheumatol Rev', 'Int J Environ Res Public Health'], ['Tissue Cell', 'Antioxidants (Basel)', 'APMIS'], ['J Extracell Vesicles', 'Mech Ageing Dev', 'Ageing Res Rev'], ['Int J Cancer', 'Inflammation', 'Histol Histopathol'], ['Brain Behav', 'PLoS One', 'Am J Transl Res'], ['Int J Mol Sci', 'Cytokine Growth Factor Rev', 'Nat Commun'], ['Cells', 'Cancer Treat Rev', 'Front Surg'], ['Chem Biol Interact', 'Heart Fail Clin', '2019 May 18'], ['J Extracell Vesicles', 'Mech Ageing Dev', 'Nucleic Acids Res'], ['J Cell Physiol', 'Database (Oxford)', 'Int J Biochem Cell Biol'], ['Urologia', 'Arch Ital Urol Androl', 'Biomed Res Int'], ['Eur Urol', 'Cells', 'Arch Pathol Lab Med'], ['Hum Reprod Update', 'Curr Opin Obstet Gynecol', 'Maturitas']]	[1.92, 3.45, 2.48, 1.9, 2.7, 0.5, 0.83, 2.05, 7.33, 8.95, 4.67, 9.52, 5.35, 16.67, 2.3]	13	PhD	-1	15	Department of Experimental and Clinical Medicine, UniversitÃ  Politecnica delle Marche, Via Tronto 10/a, Ancona, 60020, Italy.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
113	Jing Huang, Xianghua Ye, Jian Guan, Bin Chen, Qisheng Li, Xiaokang Zheng, Laiyu Liu, Shuang Wang, Yanqing Ding, Yi Ding, and Longhua Chen	Tiam1 is associated with hepatocellular carcinoma metastasis	Int. J. Cancer: 132, 90ï¿½100 (2013)	10.1002/ijc.27627	2013				1.0		Overlapping microscopy images; multiple cases	1	8/7/15		1.0		1	[['Cell Res', 'Respir Care', 'Proc Natl Acad Sci U S A'], ['Medicine (Baltimore)', 'Front Genet', 'PLoS One'], ['Cell Metab', 'J Neuroinflammation', 'Sleep Med'], ['Cancer Cell', 'Acta Pharm Sin B', 'Neurosci Bull'], ['Evid Based Complement Alternat Med', 'Sci Rep', 'Curr Protoc Cell Biol'], ['Exp Cell Res', 'Int J Cancer', 'Acta Biochim Biophys Sin (Shanghai)'], ['BMC Pulm Med', 'Ann Transl Med', 'J Exp Clin Cancer Res'], ['Cell Metab', 'Sci Transl Med', 'Cell Res'], ['Nat Commun', 'Cell', 'Cell Res'], ['Nature', 'Hua Xi Kou Qiang Yi Xue Za Zhi', 'Front Immunol'], ['J Hematol Oncol', 'Front Cell Infect Microbiol', 'Arch Iran Med']]	[40.0, 3.0, 16.67, 33.33, 3.12, 1.17, 3.0, 28.57, 10.0, 20.0, 6.64]	5	PhD	-1	11	Department of Radiation Oncology, Nanfang Hospital, Southern Medical University, Guangzhou, Guangdong Province, People's Republic of China.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
114	Emanuela Rosati, Rita Sabatini, Filomena De Falco, Beatrice Del Papa, Franca Falzetti, Mauro Di Ianni, Laura Cavalli, Katia Fettucciari, Andrea Bartoli, Isabella Screpanti, and Pierfrancesco Marconi	c-Secretase inhibitor I induces apoptosis in chronic lymphocytic leukemia cells by proteasome inhibition, endoplasmic reticulum stress increase and Notch down-regulation	Int. J. Cancer: 132, 1940ï¿½1953 (2013)	10.1002/ijc.27863	2013				1.0		Duplicated FACS panels, but different gating numbers	1	8/7/15		1.0		1	[['Front Immunol', 'Front Oncol', 'Int J Mol Sci'], ['Int J Cancer', 'Cell Death Dis', 'Blood'], ['Front Oncol', 'Int J Mol Sci', 'Bone Marrow Transplant'], ['Front Immunol', 'Front Oncol', 'Int J Mol Sci'], ['Blood', 'Front Immunol', 'Front Oncol'], ['Front Immunol', 'Front Oncol', 'Int J Mol Sci'], ['Transfus Apher Sci', 'Environ Resour Econ (Dordr)', 'Health Policy'], ['Therap Adv Gastroenterol', 'Blood Cells Mol Dis', 'ScientificWorldJournal'], ['Expert Opin Biol Ther', 'Front Cell Infect Microbiol', 'Neurosurg Rev'], ['Pharmaceutics', 'J Leukoc Biol', 'Exp Cell Res'], ['Therap Adv Gastroenterol', 'Blood Cells Mol Dis', 'J Inflamm Res']]	[1.45, 0.53, 1.08, 1.82, 3.3, 3.05, 0.62, 1.85, 2.48, 6.14, 1.65]	20	-1	-1	11	Department of Clinical and Experimental Medicine, General Pathology and Immunology Section, University of Perugia, Perugia, Italy. erosati@unipg.it	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
115	Gayathri Chadalapaka, Indira Jutooru, Sandeep Sreevalsan, Satya Pathi, Kyounghyun Kim, Candy Chen, Lisa Crose, Corinne Linardic, and Stephen Safe	Inhibition of rhabdomyosarcoma cell and tumor growth by targeting specificity protein (Sp) transcription factors	Int. J. Cancer: 132, 795ï¿½806 (2013)	10.1002/ijc.27730	2013			1.0			Duplicated microscopy images	1	7/1/15		1.0		1	[['Anticancer Agents Med Chem', 'Mol Cell Biol', 'Oncotarget'], ['Expert Opin Ther Targets', 'Anticancer Agents Med Chem', 'PLoS One'], ['Expert Opin Ther Targets', 'EMBO Rep', 'Curr Colorectal Cancer Rep'], ['ACS Chem Biol', 'Mol Cancer Res', 'Nat Cancer'], ['Science', 'Mediators Inflamm', 'Prog Nucleic Acid Res Mol Biol'], ['Sci Rep', 'J Clin Invest', 'Int J Cancer'], ['Front Oncol', 'Clin Cancer Res', 'PLoS One'], ['J Clin Oncol', 'Pediatr Blood Cancer', 'Genet Med'], ['Mol Cancer Res', 'J Vis Exp', 'Cancer Epidemiol Biomarkers Prev']]	[2.56, 2.23, 1.08, 1.5, 1.65, 0.4, 1.3, 2.4, 9.52]	9	-1	-1	9	Department of Veterinary Physiology and Pharmacology, Texas A&M University, College Station, TX 77843-4466, USA.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
116	Baoyi Zhu, Xiaojuan Li, Yuying Zhang, Chunwei Ye, Yu Wang, Songwang Cai, Huaiqiu Huang, Yi Cai, Shuyuan Yeh, Zhenhua Huang, Ruihan Chen, Yiran Tao, and Xingqiao Wen	Cross-talk of alpha tocopherol-associated protein and JNK controls the oxidative stress-induced apoptosis in prostate cancer cells	Int. J. Cancer: 132, 2270ï¿½2282 (2013)	10.1002/ijc.27927	2013				1.0		Multiple cases of overlapping microscopy images	1	7/1/15	1.0			1	[['Front Oncol', 'Life Sci', 'Front Cell Dev Biol'], ['Psychiatry Res', 'Lancet Psychiatry', 'Brief Bioinform'], ['BMJ', 'Cell Death Dis', 'Nat Microbiol'], ['Transl Androl Urol', 'J Endourol', 'Clin Invest Med'], ['Curr Microbiol', 'J Cardiovasc Pharmacol', 'Small'], ['Biomedicines', 'Clinics (Sao Paulo)', 'Cancer Invest'], ['Allergy Asthma Immunol Res', 'Indian J Dermatol Venereol Leprol', 'Mycoses'], ['Nature', 'Br J Haematol', 'EBioMedicine'], ['Nat Commun', 'Am J Clin Exp Urol', 'Urol Oncol'], ['Theranostics', 'Sheng Wu Gong Cheng Xue Bao', 'IEEE Trans Neural Netw Learn Syst'], ['JHEP Rep', 'Acta Pharmacol Sin', 'Clin Transl Med'], ['J Immunother Cancer', 'Biomed Pharmacother', 'Oncol Lett'], ['Prostate', 'Transl Androl Urol', 'Lab Invest']]	[2.42, 16.67, 10.0, 0.73, 12.5, 1.82, 2.54, 10.0, 8.38, 3.7, 0.74, 3.64, 1.61]	12	-1	-1	13	Department of Urology, The Third Affiliated Hospital, Sun Yat-sen University, Guangzhou 510630, China.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
117	Jing Hu, Holly Deng, and Eileen A. Friedman	Ovarian cancer cells, not normal cells, are damaged by Mirk/Dyrk1B kinase inhibition	Int. J. Cancer: 132, 2258ï¿½2269 (2013)	10.1002/ijc.27917	2013				1.0		Duplicated FACS panels, but different gating numbers	1	7/1/15		1.0		1	[['Nature', 'Nat Med', 'Cell Death Dis'], ['Ann Diagn Pathol', 'Int J Cancer', 'Stroke'], ['Mol Cancer Ther', 'Int J Cancer']]	[10.0, 0.18, 0.67]	20	PhD	-1	3	Pathology Department, SUNY Upstate Medical University, Syracuse, NY 13210, USA.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
118	R. van Gelderen, J. Carson, N. Gudkovs, and B. Nowak	Physical characterisation of Tenacibaculum maritimum for vaccine development	Journal of Applied Microbiology 2010, 109:1668ï¿½1676	10.1111/j.1365-2672.2010.04795.x	2010			1.0			Multiple cases of duplicated blot strips	1				1.0	1	[['Plant Physiol', 'Lancet', 'Nat Plants'], ['J Ir Dent Assoc', 'Br Dent J', 'Dent Clin North Am'], ['Beilstein J Nanotechnol', 'Sci Rep', 'J Biol Chem'], ['Muscle Nerve', 'Int J Mol Sci', 'Folia Histochem Cytobiol']]	[0.72, 0.04, 1.08, 4.17]	40	-1	-1	4	National Centre for Marine Conservation & Resource Sustainability, University of Tasmania, Tasmania, Australia. rvangeld@utas.edu.au	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
119	Robert P. Ryan, Jean Lucey, Karen Oï¿½Donovan, Yvonne McCarthy, Liang Yang, Tim Tolker-Nielsen, and J. Maxwell Dow	HD-GYP domain proteins regulate biofilm formation and virulence in Pseudomonas aeruginosa	Environmental Microbiology (2009) 11(5), 1126ï¿½1136	10.1111/j.1462-2920.2008.01842.x	2009				1.0		Duplicated pic of agar plate, but different exposure.	1	2/23/16		1.0		1	[['J Bacteriol', 'Nat Rev Microbiol', 'Trends Microbiol'], ['J Bacteriol', 'Res Microbiol', 'Mol Plant Microbe Interact'], ['Dig Dis Sci', 'Am J Physiol Gastrointest Liver Physiol'], ['J Bacteriol', 'PLoS Pathog', 'J Cyst Fibros'], ['Leukemia', 'Pain Ther', 'Mol Cancer'], ['Microbiol Spectr', 'Int J Oral Sci', 'Nat Protoc'], ['N Engl J Med', 'Mol Microbiol', 'EMBO Mol Med']]	[5.92, 1.5, 1.0, 1.76, 22.22, 7.0, 0.67]	13	-1	-1	7	Department of Microbiology, BIOMERIT Research Centre, BioSciences Institute, National University of Ireland, Cork, Ireland.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
120	Laurent Guillon, Maher El Mecherki, Stephan Altenburger, Peter L. Graumann, and Isabelle J. Schalk	High cellular organization of pyoverdine biosynthesis in Pseudomonas aeruginosa: clustering of PvdA at the old cell poleemi_274	Environmental Microbiology (2012) 14(8), 1982ï¿½1994	10.1111/j.1462-2920.2012.02741.x	2012			1.0			Duplicated set of images - most likely an error	1	2/23/16		1.0		1	[['Aerosp Med Hum Perform', 'Environ Microbiol', 'Amino Acids'], ['Environ Microbiol', 'Amino Acids', 'J Inorg Biochem'], ['Sci Rep', 'Mol Microbiol', 'PLoS One'], ['Nat Commun', 'Annu Rev Microbiol', 'Curr Opin Microbiol'], ['FEBS Lett', 'Environ Microbiol', 'Amino Acids']]	[1.26, 0.12, 0.56, 5.0, 0.08]	19	-1	-1	5	UMR 7242, UniversitÃ© de Strasbourg-CNRS, ESBS, Blvd SÃ©bastien Brant, F-67413 Illkirch, Strasbourg, France.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
121	Lei-Chin Chen, Jung-Chi Chen, Jwu-Ching Shu, Chien-Yen Chen, Ssu-Ching Chen, Shu-Hwa Chen, Chun-Yen Lin, Chi-Yu Lu, and Chien-Cheng Chen	Interplay of RsbM and RsbK controls the sB activity of Bacillus cereuse	Environmental Microbiology (2012) 14(10), 2788ï¿½2799	10.1111/j.1462-2920.2012.02788.x	2012			1.0			Multiple cases of duplicated blot panels	1	2/23/16		1.0		1	[['Int J Mol Sci', 'Anticancer Res', 'PLoS One'], ['Int J Med Microbiol', 'PLoS One', 'Environ Microbiol'], ['Redox Biol', 'Br J Ophthalmol', 'Microb Drug Resist'], ['Adv Exp Med Biol', 'Biology (Basel)', 'Sci Total Environ'], ['J Hazard Mater', 'Mutat Res', 'Ecotoxicol Environ Saf'], ['BMC Syst Biol', 'Brief Funct Genomics', 'mSystems'], ['Sci Adv', 'Neuro Oncol', 'J Formos Med Assoc'], ['Int J Mol Sci', 'J Clin Endocrinol Metab', 'FASEB J'], ['Cold Spring Harb Perspect Med', 'Cells', 'Environ Res']]	[1.2, 0.67, 1.71, 2.67, 3.7, 2.56, 7.14, 4.75, 5.9]	20	-1	-1	9	Department of Nutrition, I-Shou University, Jiaosu Village, Yanchao District, Kaohsiung 82445, Taiwan.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
122	Isao Hara, Noriyuki Sato, Hideaki Miyake, Mototsugu Muramaki, Satoko Hikosaka, and Sadao Kamidono	Introduction of 65 kDa Antigen of Mycobacterium tuberculosis to Cancer Cells Enhances Anti-Tumor Effect of BCG Therapy	Microbiol. Immunol., 48(4), 289ï¿½295, 2004	10.1111/j.1348-0421.2004.tb03525.x	2004			1.0			Duplicated blot strips, two cases	1				1.0	1	[['N Engl J Med', 'Nat Med', 'Cancer Sci'], ['Lancet', 'J Pathol', 'J Transl Med'], ['Int J Urol', 'Nihon Rinsho', 'Surg Oncol'], ['Int J Urol', 'Nihon Rinsho', 'Hinyokika Kiyo'], ['Int J Urol', 'Microbiol Immunol', 'Jpn J Clin Oncol'], ['Urology', 'Hinyokika Kiyo', 'J Infect Chemother']]	[9.52, 10.0, 9.52, 4.21, 1.67, 10.0]	21	-1	-1	6	Divisiont of Urology, Kobe University Graduate School of Medicine, Japan. hara@med.kobe-u.ac.jp	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
123	Noritoshi Kitamoto, Takayuki Kobayashi, Yoji Kato, Nobutaka Wakamiya, Kazuyoshi Ikuta, Tomoyuki Tanaka, Shigeharu Ueda, Hiroyuki Miyamoto, and Shiro Kato	Preparation of Monoclonal Antibodies Cross-Reactive with Orthopoxviruses and Their Application for Direct Immunofluorescence Test	Microbiol. Immunol., 49(3), 219ï¿½225, 2005	10.1111/j.1348-0421.2005.tb03723.x	2005					1	Possible patches in microscopy, possible duplicated lanes	1			1.0		1	[['Clin Vaccine Immunol', 'Chem Res Toxicol', 'Food Chem'], ['Anaesthesia', 'Br J Surg', 'J Anesth'], ['J Clin Biochem Nutr', 'Subcell Biochem', 'Arch Biochem Biophys'], ['Brain Nerve', 'J Biomed Biotechnol', 'Methods Mol Biol'], ['Int J Mol Med', 'Trends Microbiol', 'Curr Med Chem'], ['Nat Commun', 'Blood', 'Cell Cycle'], ['Gen Thorac Cardiovasc Surg', 'Vaccine', 'PLoS One'], ['Nat Commun', 'Neurosci Res', 'N Engl J Med'], ['Anal Biochem', 'Amino Acids', 'FEBS Open Bio']]	[1.94, 4.9, 5.1, 2.05, 10.0, 9.09, 0.75, 1.56, 2.1]	18	-1	-1	9	School of Human Science and Environment, University of Hyogo, Himeji, Japan. kitamoto@shse.u-hyogo.ac.jp	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
124	Kotla Siva Reddy, Dowlathabad. Muralidhar Rao, Hosur Joyappa Dechamma, Veluvarthy V.S. Suryanarayana, and Golla Ramalinga Reddy	Expression of bovine (Bos indicus) interleukin-18 in Escherichia coli and its biological activity	Microbiol Immunol 2010; 54: 564ï¿½567	10.1111/j.1348-0421.2010.00241.x	2010					1	Marker bands all identical?	1				1.0	1	[['Drug Res (Stuttg)', 'J Biol Chem', 'Microbiol Immunol'], ['J Immunol', 'Mol Cells', 'Vet Immunol Immunopathol'], ['Microbiol Immunol', 'Biologicals'], ['J Infect Dev Ctries', 'Microbiol Immunol', 'Vet Microbiol'], ['Virus Res', 'Biologicals', 'Microbiol Immunol']]	[0.4, 0.07, 0.25, 1.0, 0.29]	10	-1	-1	5	Indian Veterinary Research Institute, Bangalore-560024, Karnataka, India.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
125	H. Liu, D. Gu, L. Sheng, Q. Wang, and Y. Zhang	Investigation of the roles of T6SS genes in motility, biofilm formation and extracellular protease Asp production in Vibrio alginolyticus with modified Gateway-compatible plasmids	Letters in Applied Microbiology 55, 73ï¿½81, 2012	10.1111/j.1472-765X.2012.03263.x	2012					1	duplicated blot panel	1				1.0	1	[['2021 Aug 6', 'J Med Internet Res', 'JMIR Mhealth Uhealth'], ['Biotechnol Bioeng', 'Appl Microbiol Biotechnol', 'Nutrients'], ['Sheng Wu Gong Cheng Xue Bao', 'Synth Syst Biotechnol', 'Bioresour Technol'], ['Neuroimage', 'Phytomedicine', 'Acta Histochem'], ['BJU Int', 'Eur Rev Med Pharmacol Sci', 'Transl Stroke Res']]	[0.25, 4.17, 4.88, 0.17, 1.5]	4	-1	-1	5	State Key Laboratory of Bioreactor Engineering, East China University of Science and Technology, Shanghai, China.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
